Date,Open,High,Low,Close,Adj Close,Volume
2008-01-21,766.467224,766.467224,766.467224,766.467224,729.011414,0
2008-01-22,766.467224,766.467224,766.467224,766.467224,729.011414,0
2008-01-23,766.467224,766.467224,766.467224,766.467224,729.011414,0
2008-01-24,766.467224,766.467224,766.467224,766.467224,729.011414,0
2008-01-25,766.467224,766.467224,766.467224,766.467224,729.011414,0
2008-01-28,766.467224,766.467224,766.467224,766.467224,729.011414,0
2008-01-29,787.274475,787.274475,787.274475,787.274475,748.801575,147
2008-01-30,787.274475,787.274475,787.274475,787.274475,748.801575,0
2008-01-31,787.274475,787.274475,787.274475,787.274475,748.801575,0
2008-02-01,787.274475,787.274475,787.274475,787.274475,748.801575,0
2008-02-05,787.274475,787.274475,787.274475,787.274475,748.801575,0
2008-02-06,787.274475,787.274475,787.274475,787.274475,748.801575,0
2008-02-07,787.274475,787.274475,787.274475,787.274475,748.801575,0
2008-02-08,787.274475,787.274475,787.274475,787.274475,748.801575,0
2008-02-11,787.274475,787.274475,787.274475,787.274475,748.801575,0
2008-02-12,787.274475,787.274475,787.274475,787.274475,748.801575,0
2008-02-13,787.274475,787.274475,787.274475,787.274475,748.801575,0
2008-02-14,787.274475,787.274475,787.274475,787.274475,748.801575,0
2008-02-15,787.274475,787.274475,787.274475,787.274475,748.801575,0
2008-02-18,787.274475,787.274475,787.274475,787.274475,748.801575,0
2008-02-19,787.274475,787.274475,787.274475,787.274475,748.801575,0
2008-02-20,787.274475,787.274475,787.274475,787.274475,748.801575,0
2008-02-21,787.274475,787.274475,787.274475,787.274475,748.801575,0
2008-02-22,755.527039,755.527039,755.527039,755.527039,718.605652,5265
2008-02-25,755.527039,755.527039,755.527039,755.527039,718.605652,0
2008-02-26,755.527039,755.527039,755.527039,755.527039,718.605652,0
2008-02-27,755.527039,755.527039,755.527039,755.527039,718.605652,0
2008-02-28,755.527039,755.527039,755.527039,755.527039,718.605652,0
2008-02-29,755.527039,755.527039,755.527039,755.527039,718.605652,0
2008-03-03,755.527039,755.527039,755.527039,755.527039,718.605652,0
2008-03-04,755.527039,755.527039,755.527039,755.527039,718.605652,0
2008-03-05,755.527039,755.527039,755.527039,755.527039,718.605652,0
2008-03-06,755.527039,755.527039,755.527039,755.527039,718.605652,0
2008-03-07,755.527039,755.527039,755.527039,755.527039,718.605652,0
2008-03-10,755.527039,755.527039,755.527039,755.527039,718.605652,0
2008-03-11,813.865173,813.865173,813.865173,813.865173,774.093018,6739
2008-03-12,813.865173,813.865173,813.865173,813.865173,774.093018,0
2008-03-13,813.865173,813.865173,813.865173,813.865173,774.093018,0
2008-03-14,813.865173,813.865173,791.386536,791.386536,752.712891,21
2008-03-18,791.386536,791.386536,791.386536,791.386536,752.712891,0
2008-03-19,791.386536,791.386536,791.386536,791.386536,752.712891,0
2008-03-24,791.386536,791.386536,791.386536,791.386536,754.478516,0
2008-03-25,791.386536,791.386536,791.386536,791.386536,754.478516,0
2008-03-26,791.386536,791.386536,791.386536,791.386536,754.478516,0
2008-03-27,791.386536,791.386536,791.386536,791.386536,754.478516,0
2008-03-28,791.386536,791.386536,791.386536,791.386536,754.478516,0
2008-03-31,791.386536,791.386536,791.386536,791.386536,754.478516,0
2008-04-01,791.386536,791.386536,791.386536,791.386536,754.478516,0
2008-04-02,791.386536,791.386536,791.386536,791.386536,754.478516,0
2008-04-03,855.042725,855.042725,855.042725,855.042725,815.165771,1368
2008-04-04,855.042725,855.042725,855.042725,855.042725,815.165771,0
2008-04-07,855.042725,855.042725,855.042725,855.042725,815.165771,0
2008-04-08,855.042725,855.042725,855.042725,855.042725,815.165771,0
2008-04-09,855.042725,855.042725,855.042725,855.042725,815.165771,0
2008-04-10,855.042725,855.042725,855.042725,855.042725,815.165771,0
2008-04-11,855.042725,855.042725,855.042725,855.042725,815.165771,0
2008-04-14,855.042725,855.042725,855.042725,855.042725,815.165771,0
2008-04-15,826.210815,826.210815,826.210815,826.210815,787.678467,157
2008-04-16,826.210815,826.210815,826.210815,826.210815,787.678467,0
2008-04-17,826.210815,826.210815,826.210815,826.210815,787.678467,0
2008-04-18,826.210815,826.210815,826.210815,826.210815,787.678467,0
2008-04-21,826.210815,826.210815,826.210815,826.210815,787.678467,0
2008-04-22,826.210815,826.210815,826.210815,826.210815,787.678467,0
2008-04-23,826.210815,826.210815,826.210815,826.210815,787.678467,0
2008-04-24,826.210815,826.210815,826.210815,826.210815,787.678467,0
2008-04-25,826.210815,826.210815,826.210815,826.210815,787.678467,0
2008-04-28,826.210815,826.210815,826.210815,826.210815,787.678467,0
2008-04-29,826.210815,826.210815,826.210815,826.210815,787.678467,0
2008-04-30,826.210815,826.210815,826.210815,826.210815,787.678467,0
2008-05-01,826.210815,826.210815,826.210815,826.210815,787.678467,0
2008-05-02,826.210815,826.210815,826.210815,826.210815,787.678467,0
2008-05-05,826.210815,826.210815,826.210815,826.210815,787.678467,0
2008-05-06,826.210815,826.210815,826.210815,826.210815,787.678467,0
2008-05-07,826.210815,826.210815,826.210815,826.210815,787.678467,0
