Date,Open,High,Low,Close,Adj Close,Volume
2011-07-18,32.020000,32.299999,32.000000,32.000000,23.652718,337400
2011-07-19,32.000000,32.099998,31.990000,32.000000,23.652718,711500
2011-07-20,32.000000,32.000000,31.750000,31.799999,23.504890,489700
2011-07-21,32.000000,32.000000,31.799999,32.000000,23.652718,133900
2011-07-22,31.950001,32.000000,31.900000,31.900000,23.578804,155400
2011-07-25,31.750000,31.990000,31.750000,31.950001,23.615761,130800
2011-07-26,31.900000,31.950001,31.799999,31.950001,23.615761,169300
2011-07-27,31.860001,31.900000,31.750000,31.900000,23.578804,309100
2011-07-28,31.799999,32.000000,31.799999,31.900000,23.578804,427000
2011-07-29,31.980000,32.000000,31.799999,31.900000,23.578804,382400
2011-08-01,31.900000,31.900000,31.889999,31.900000,23.578804,125900
2011-08-02,31.850000,31.850000,31.500000,31.500000,23.283144,453300
2011-08-03,31.450001,31.450001,30.900000,31.100000,22.987488,1042600
2011-08-04,30.900000,30.900000,29.799999,30.400000,22.470085,1482700
2011-08-05,30.500000,30.500000,29.799999,30.400000,22.470085,92600
2011-08-08,30.250000,30.250000,29.000000,29.000000,21.435274,303700
2011-08-09,29.080000,29.400000,29.000000,29.080000,21.494408,121600
2011-08-10,29.000000,29.080000,28.700001,29.000000,21.435274,187300
2011-08-11,29.010000,29.950001,28.879999,29.950001,22.137466,327300
2011-08-12,30.500000,30.500000,29.900000,30.100000,22.248341,527900
2011-08-15,30.000000,30.000000,30.000000,30.000000,22.174425,499541
2011-08-16,29.500000,29.500000,29.500000,29.500000,21.804848,25500
2011-08-17,29.500000,29.500000,29.180000,29.200001,21.583107,54000
2011-08-18,29.299999,29.299999,28.920000,28.920000,21.376146,133500
2011-08-19,29.000000,29.000000,29.000000,29.000000,21.435274,50700
2011-08-22,29.000000,29.010000,29.000000,29.000000,21.435274,179300
2011-08-23,29.000000,29.219999,29.000000,29.219999,21.597889,75600
2011-08-24,29.219999,29.219999,28.950001,29.000000,21.435274,138200
2011-08-25,28.950001,29.020000,28.900000,28.950001,21.398317,63200
2011-08-26,29.000000,29.400000,28.900000,29.000000,21.435274,181000
2011-08-29,29.000000,30.500000,28.900000,30.500000,22.543999,89100
2011-08-30,30.090000,30.090000,29.700001,29.799999,22.026594,33000
2011-08-31,29.900000,29.910000,29.820000,29.820000,22.041378,20000
2011-09-01,29.799999,30.000000,29.000000,29.799999,22.026594,43500
2011-09-02,29.900000,29.900000,27.209999,28.950001,21.398317,48700
2011-09-05,28.900000,29.000000,28.799999,29.000000,21.435274,290500
2011-09-06,29.350000,29.350000,28.799999,28.799999,21.287445,28200
2011-09-07,29.000000,29.049999,28.889999,29.000000,21.435274,90400
2011-09-08,28.799999,29.000000,27.100000,28.600000,21.139620,78300
2011-09-09,28.180000,28.600000,28.180000,28.180000,20.829176,85300
2011-09-12,27.900000,28.100000,27.650000,27.660000,20.444820,129300
2011-09-13,27.799999,27.809999,27.450001,27.750000,20.511341,28400
2011-09-14,27.799999,28.400000,27.799999,28.400000,20.991791,50600
2011-09-15,28.200001,28.660000,28.200001,28.660000,21.183968,83500
2011-09-19,28.549999,30.200001,28.549999,30.200001,22.322256,878300
2011-09-20,30.100000,32.000000,30.100000,31.500000,23.283144,764600
2011-09-21,31.700001,31.809999,29.850000,30.799999,22.765741,333900
2011-09-22,29.850000,29.850000,28.100000,28.100000,20.770042,69300
2011-09-23,29.000000,29.500000,29.000000,29.100000,21.509192,159500
2011-09-26,29.500000,29.500000,29.090000,29.090000,21.501801,60700
2011-09-27,29.100000,29.500000,28.600000,29.100000,21.509192,194600
2011-09-28,29.500000,29.570000,28.410000,28.799999,21.287445,59700
2011-09-29,28.740000,28.980000,28.740000,28.799999,21.287445,42500
2011-09-30,28.750000,29.500000,28.750000,29.500000,21.804848,54900
2011-10-03,29.070000,29.100000,28.000000,29.100000,21.509192,30600
2011-10-04,28.799999,28.799999,28.000000,28.000000,20.696129,133500
2011-10-05,28.000000,28.360001,27.790001,28.299999,20.917871,83600
2011-10-06,28.070000,28.750000,28.070000,28.750000,21.250490,69000
2011-10-07,28.780001,28.900000,28.540001,28.580000,21.124834,56400
2011-10-10,28.680000,28.900000,28.580000,28.900000,21.361359,88300
2011-10-11,28.879999,28.940001,28.100000,28.469999,21.043528,37100
2011-10-12,28.580000,29.100000,28.000000,29.100000,21.509192,139800
2011-10-13,29.150000,29.500000,29.150000,29.500000,21.804848,81500
2011-10-14,29.980000,29.980000,28.850000,29.900000,22.100510,62100
2011-10-17,29.920000,29.920000,29.490000,29.510000,21.812243,61000
2011-10-18,29.510000,29.549999,29.250000,29.549999,21.841806,67300
2011-10-19,29.299999,30.000000,29.200001,29.350000,21.693977,47500
2011-10-20,29.500000,29.500000,29.000000,29.000000,21.435274,7000
2011-10-21,29.000000,29.219999,29.000000,29.200001,21.583107,45600
2011-10-24,29.500000,29.670000,29.000000,29.450001,21.767893,43800
2011-10-25,29.600000,30.760000,29.600000,30.549999,22.580956,68600
2011-10-26,30.600000,30.600000,29.080000,30.250000,22.359213,68300
2011-10-27,30.250000,31.000000,30.250000,30.700001,22.691828,115100
2011-10-28,30.690001,30.690001,29.940001,30.250000,22.359213,175100
2011-10-31,30.250000,30.250000,29.799999,29.799999,22.026594,18400
2011-11-01,29.490000,29.500000,29.000000,29.200001,21.583107,99700
2011-11-03,29.250000,29.650000,28.020000,29.000000,21.435274,133500
2011-11-04,29.070000,29.150000,28.500000,28.850000,21.324406,141400
2011-11-07,28.900000,29.500000,28.900000,28.900000,21.361359,101800
2011-11-08,28.900000,29.000000,28.629999,29.000000,21.435274,202700
2011-11-09,29.100000,29.200001,28.510000,29.200001,21.583107,92700
2011-11-10,29.049999,29.200001,28.950001,29.200001,21.583107,87700
2011-11-11,29.280001,29.600000,29.000000,29.299999,21.657019,58700
2011-11-14,29.299999,29.549999,29.000000,29.100000,21.509192,88000
