"Quintana Roo","3,316","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3,316"
"San Luis Potosí","4,949","22","0","0","11","10","186","189","0","0","45","473","125","1","12","63","0","0","4","0","51","483","458","0","4","26","4","99","0","4","11","321","35","29","13","0","323","9","4","33","25","6","55","0","0","481","7","0","0","0","3","0","0","0","0","147","27","146","0","0","0","0","0","0","19","39","0","0","1","0","0","2","7","0","0","0","1","92","0","106","65","14","0","36","7","0","0","0","1","0","47","0","91","55","0","0","0","311","0","0","0","0","0","0","0","4","0","1","0","1","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","12","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","5","1","8","0","5","0","0","12","56","0",""
"Sinaloa","0","","0","0","0","","","","0","0","","","0","0","0","0","0","0","0","0","","0","","","","","0","","0","","0","","0","","","0","","","0","","0","0","0","0","0","","0","0","0","0","0","0","0","0","","","","0","0","","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","","0","0","0","","",""
" Sonora","1,324","0","0","0","0","0","30","0","0","0","0","166","0","0","0","0","0","0","0","0","0","709","0","0","0","0","0","0","0","0","0","116","6","0","88","0","1","0","0","10","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17","25","0","0","3","0","0","0","0","0","0","0","0","22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","115","0","0","0","0","0","5",""
" Tabasco","9,919","0","0","0","0","","","","","0","","","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","0","","0","","","","","0","0","0","","","","0","","0","0","0","0","0","","","","","0","0","0","0","","","","","0","0","0","","","","0","0","0","0","","","","","","","","","0","0","0","0","0","","0","","","0","0","0","","0","0","0","0","0","0","0","","0","","","0","0","0","","0","","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","","0","0","","0","0","","0","0","0","0","0","0","0","0","0","0","","","0","0","0","","0","9,919"
" Tamaulipas","1,233","5","0","0","0","3","29","0","0","0","0","141","0","0","0","0","0","0","0","0","12","37","98","230","4","0","0","144","0","0","0","99","9","5","41","0","8","4","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","0","83","0","0","0","0","0","1","1","4","0","3","0","0","0","0","5","0","0","0","0","43","0","6","2","0","0","0","15","0","0","0","0","0","0","7","80","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","8","0","0","0","65","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","5","0","0","0","3","11","3",""
" Tlaxcala","662","0","0","0","0","1","18","11","0","0","6","51","0","0","0","5","1","1","0","0","23","150","47","3","2","0","2","11","4","1","0","59","7","0","5","0","22","0","0","3","1","3","0","0","0","50","3","2","0","0","0","0","0","1","0","28","3","26","0","0","0","0","0","1","0","1","2","0","0","1","12","0","0","1","0","0","0","15","0","6","2","0","0","0","0","0","0","0","0","0","8","0","31","1","0","0","0","6","0","0","0","0","0","0","1","0","0","2","4","0","0","0","0","0","8","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","2","4",""
" Veracruz de Ignacio de la Llave","1,819","32","2","0","0","7","12","38","1","1","33","280","10","0","1","3","3","0","0","0","25","11","8","26","13","0","3","42","0","0","0","8","1","0","1","0","5","1","0","8","4","0","0","0","0","115","0","0","3","0","9","6","3","1","0","29","2","5","2","12","0","0","1","0","13","12","3","1","0","0","0","0","4","0","0","1","0","11","2","11","10","3","2","7","45","5","0","0","0","0","0","2","3","2","0","2","0","3","3","0","0","0","0","0","1","0","0","0","16","0","0","0","0","0","93","0","0","0","0","0","37","0","0","0","0","0","0","0","0","0","0","0","1","0","0","5","0","0","0","3","0","0","0","5","0","0","0","3","0","0","0","0","0","65","678",""
" Yucatán","1,323","0","0","0","0","1","0","239","0","0","14","157","0","0","0","0","0","0","0","0","11","31","303","7","0","0","0","1","0","0","0","219","29","52","6","0","0","0","0","60","0","0","0","0","0","5","0","0","0","0","0","0","1","0","0","8","0","83","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","2","0","0","0","0","0","0","0","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","40","0","0","0","4","0","0","0","0","0","1","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
" Zacatecas","993","2","4","0","0","1","7","1","0","0","27","109","2","0","0","0","0","0","0","0","34","101","0","18","38","0","3","14","0","4","17","87","0","32","22","0","43","0","0","3","3","2","0","0","0","8","3","0","0","0","0","0","1","0","1","8","17","34","0","0","0","0","0","0","1","3","0","1","4","0","15","0","0","22","0","0","0","5","0","13","5","0","0","0","1","0","0","0","0","0","0","0","21","0","0","0","0","10","0","0","0","0","0","0","14","0","0","3","1","1","74","0","0","0","8","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","6","135",""

"FUENTE: INEGI. Censo Nacional de Derechos Humanos 2017-2019."
